7776,2019-08-30,500,548,09:13,500,09:09,548,279300株,147百万円,+80,+17.09,527.534円,498回
7776,2019-09-02,608,648,09:58,601,09:20,648,1470800株,920百万円,+100,+18.25,625.511円,2816回
7776,2019-09-03,668,672,09:03,582,14:42,594,2519900株,1570百万円,-54,-8.33,623.026円,5961回
7776,2019-09-03,595,600,09:36,568,09:41,586,608400株,353百万円,-8,-1.35,580.596円,1504回
7776,2019-09-05,596,605,10:43,558,14:31,568,765400株,448百万円,-18,-3.07,585.175円,1950回
7776,2019-09-05,560,568,09:00,534,14:59,538,415600株,228百万円,-30,-5.28,547.442円,881回
7776,2019-09-07,542,542,09:00,515,12:37,522,206100株,108百万円,-16,-2.97,524.229円,564回
7776,2019-09-10,518,518,09:00,506,09:10,508,165300株,85百万円,-14,-2.68,511.273円,393回
7776,2019-09-11,510,524,13:06,506,09:11,523,204400株,105百万円,+15,+2.95,513.751円,653回
7776,2019-09-12,522,522,09:00,505,14:17,505,184600株,94百万円,-18,-3.44,510.629円,440回
7776,2019-09-13,503,505,09:03,497,15:00,497,160200株,80百万円,-8,-1.58,501.12円,290回
7776,2019-09-17,497,506,13:17,491,09:24,506,93600株,47百万円,+9,+1.81,498.169円,278回
7776,2019-09-17,500,505,09:26,495,12:47,497,82000株,41百万円,-9,-1.78,498.389円,221回,56.95億円
7776,2019-09-19,495,499,09:51,492,10:12,496,122300株,61百万円,-1,-0.20,494.771円,322回,56.84億円
7776,2019-09-20,496,508,10:41,494,13:51,495,131200株,65百万円,-1,-0.20,498.427円,434回,56.72億円
7776,2019-09-24,495,502,14:59,488,09:01,501,125700株,62百万円,+6,+1.21,494.422円,445回,57.41億円
7776,2019-09-25,505,507,09:24,495,11:03,506,154200株,77百万円,+5,+1.00,501.489円,513回,57.98億円
7776,2019-09-26,509,521,09:31,506,09:07,506,217700株,112百万円,0,0,514.232円,565回,57.98億円
7776,2019-09-27,507,507,09:00,498,09:30,501,124300株,62百万円,-5,-0.99,500.2円,231回,57.41億円
7776,2019-09-30,501,504,11:00,497,09:10,499,64800株,32百万円,-2,-0.40,499.42円,168回,57.18億円
7776,2019-10-01,500,504,09:03,498,12:34,499,76000株,38百万円,0,0,500.162円,202回,57.18億円
7776,2019-10-02,499,500,09:00,491,14:47,495,126200株,62百万円,-4,-0.80,495.18円,309回,56.72億円
7776,2019-10-03,490,492,10:07,479,13:19,482,227800株,111百万円,-13,-2.63,485.304円,697回,55.23億円
7776,2019-10-04,484,486,09:28,477,09:14,485,112400株,54百万円,+3,+0.62,481.701円,344回,55.58億円
7776,2019-10-07,488,491,09:00,480,10:11,483,79000株,38百万円,-2,-0.41,484.041円,249回,55.35億円
7776,2019-10-08,483,494,14:56,482,09:03,492,94100株,46百万円,+9,+1.86,485.373円,359回,56.38億円
7776,2019-10-09,488,523,09:35,485,09:10,487,316900株,157百万円,-5,-1.02,496.25円,764回,55.81億円
7776,2019-10-10,495,495,09:00,485,09:00,488,97600株,48百万円,+1,+0.21,488.21円,292回,55.92億円
7776,2019-10-11,488,491,09:10,480,14:07,480,77700株,38百万円,-8,-1.64,484.053円,192回,55.01億円
7776,2019-10-15,483,489,09:10,476,12:30,479,94500株,45百万円,-1,-0.21,479.821円,277回,54.89億円
7776,2019-10-16,478,480,09:03,467,14:58,468,153200株,73百万円,-11,-2.30,473.283円,351回,53.63億円
7776,2019-10-17,465,469,10:46,463,09:03,466,82900株,39百万円,-2,-0.43,465.751円,194回,53.40億円
7776,2019-10-18,466,471,13:58,464,09:07,471,83700株,39百万円,+5,+1.07,466.472円,265回,56.01億円
7776,2019-10-21,465,474,12:41,464,09:00,473,40600株,19百万円,+2,+0.42,470.608円,145回,56.25億円
7776,2019-10-23,504,515,09:09,481,13:38,487,830400株,411百万円,+14,+2.96,495.161円,2292回,57.91億円
7776,2019-10-24,493,496,09:01,484,09:14,484,122500株,60百万円,-3,-0.62,488.342円,308回,57.56億円
7776,2019-10-25,489,491,10:02,480,09:17,489,110400株,54百万円,+5,+1.03,487.32円,263回,58.15億円
7776,2019-10-28,488,494,09:11,486,10:20,489,62900株,31百万円,0,0,489.148円,167回,58.15億円
7776,2019-10-29,489,496,13:17,486,09:04,493,95900株,47百万円,+4,+0.82,492.796円,230回,58.63億円
7776,2019-10-30,493,498,09:20,487,12:58,489,88700株,44百万円,-4,-0.81,491.34円,203回,58.15億円
7776,2019-10-31,492,504,14:09,490,11:04,499,103000株,51百万円,+10,+2.04,497.368円,279回,59.34億円
7776,2019-11-01,497,501,09:20,492,14:20,494,61700株,31百万円,-5,-1.00,494.642円,155回,58.75億円
7776,2019-11-05,496,508,12:34,495,09:01,501,147400株,74百万円,+7,+1.42,501.288円,347回,59.58億円
7776,2019-11-07,508,513,09:03,505,09:36,509,70900株,36百万円,-4,-0.78,509.161円,183回,60.53億円
7776,2019-11-08,511,515,09:03,497,14:04,497,114200株,58百万円,-12,-2.36,503.889円,188回,59.10億円
7776,2019-11-11,499,505,09:14,497,09:03,498,63900株,32百万円,+1,+0.20,500.568円,181回,59.22億円
7776,2019-11-12,497,503,10:09,495,13:00,495,82600株,41百万円,-3,-0.60,498.2円,149回,58.86億円
