1826,2019-08-30,388,392,12:58,384,14:09,389,25500株,10百万円,+1,+0.26,387.69円,52回
1826,2019-09-02,388,390,10:34,386,14:50,387,4700株,2百万円,-2,-0.51,388.043円,27回
1826,2019-09-03,384,388,14:36,383,11:12,386,4900株,2百万円,-1,-0.26,385.49円,21回
1826,2019-09-03,385,388,14:39,385,09:00,385,7300株,3百万円,-1,-0.26,386.11円,21回
1826,2019-09-05,385,389,12:57,385,09:00,388,7300株,3百万円,+3,+0.78,387.945円,20回
1826,2019-09-05,380,389,14:32,380,09:01,386,15200株,6百万円,-2,-0.52,383.586円,47回
1826,2019-09-07,387,388,12:30,387,09:00,387,4600株,2百万円,+1,+0.26,387.087円,12回
1826,2019-09-10,386,392,15:00,386,09:00,392,9800株,4百万円,+5,+1.29,390.133円,31回
1826,2019-09-11,389,399,14:59,389,09:00,399,22700株,9百万円,+7,+1.79,396.229円,54回
1826,2019-09-12,397,403,14:26,397,09:00,399,21800株,9百万円,0,0,400.151円,48回
1826,2019-09-13,400,403,13:30,399,09:16,403,33400株,13百万円,+4,+1.00,400.904円,43回
1826,2019-09-17,402,405,15:00,398,09:22,405,15500株,6百万円,+2,+0.50,402.432円,47回
1826,2019-09-17,406,406,09:00,395,12:38,402,15100株,6百万円,-3,-0.74,399.874円,38回,62.40億円
1826,2019-09-19,402,403,15:00,398,11:03,403,10700株,4百万円,+1,+0.25,401.963円,30回,62.55億円
1826,2019-09-20,403,404,09:00,401,09:25,404,13300株,5百万円,+1,+0.25,402.993円,22回,62.71億円
1826,2019-09-24,403,404,09:00,402,11:01,404,9100株,4百万円,0,0,403.121円,37回,62.71億円
1826,2019-09-25,403,404,14:22,401,09:27,404,6600株,3百万円,0,0,402.909円,17回,62.71億円
1826,2019-09-26,405,417,13:14,404,09:22,416,29700株,12百万円,+12,+2.97,413.3円,83回,64.57億円
1826,2019-09-27,424,430,09:03,416,10:30,416,33500株,14百万円,0,0,421.287円,88回,64.57億円
1826,2019-09-30,423,423,09:00,417,09:50,418,13500株,6百万円,+2,+0.48,419.511円,43回,64.88億円
1826,2019-10-01,424,424,09:00,419,14:55,419,9900株,4百万円,+1,+0.24,420.96円,23回,65.03億円
1826,2019-10-02,418,418,09:00,415,09:33,416,20600株,9百万円,-3,-0.72,417.325円,47回,64.57億円
1826,2019-10-03,410,414,09:26,409,12:32,410,7300株,3百万円,-6,-1.44,410.589円,21回,63.64億円
1826,2019-10-04,411,411,09:00,404,12:30,408,9900株,4百万円,-2,-0.49,406.556円,26回,63.33億円
1826,2019-10-07,409,409,09:00,403,09:12,407,8200株,3百万円,-1,-0.25,405.902円,40回,63.17億円
1826,2019-10-08,406,407,11:22,404,10:21,406,8800株,4百万円,-1,-0.25,405.784円,50回,63.02億円
1826,2019-10-09,410,410,09:00,404,11:04,405,17900株,7百万円,-1,-0.25,406.866円,45回,62.86億円
1826,2019-10-10,408,408,09:00,405,09:05,405,3000株,1百万円,0,0,406.167円,13回,62.86億円
1826,2019-10-11,404,407,14:47,394,09:04,404,33500株,13百万円,-1,-0.25,402.152円,109回,62.71億円
1826,2019-10-15,436,438,09:10,424,12:50,429,125400株,54百万円,+25,+6.19,432.092円,228回,66.59億円
1826,2019-10-16,437,437,09:00,430,13:50,432,40000株,17百万円,+3,+0.70,433.62円,86回,67.05億円
1826,2019-10-17,436,436,09:00,428,10:41,432,26500株,11百万円,0,0,431.66円,61回,67.05億円
1826,2019-10-18,426,431,09:12,424,13:58,425,35200株,15百万円,-7,-1.62,426.463円,70回,65.97億円
1826,2019-10-21,423,430,15:00,423,09:00,430,14000株,6百万円,+5,+1.18,426.221円,47回,66.74億円
1826,2019-10-23,430,432,14:00,427,09:30,430,22900株,10百万円,0,0,429.904円,47回,66.74億円
1826,2019-10-24,429,431,09:13,424,10:05,426,21000株,9百万円,-4,-0.93,427.114円,71回,66.12億円
1826,2019-10-25,432,432,09:00,426,13:24,429,26100株,11百万円,+3,+0.70,428.877円,67回,66.59億円
1826,2019-10-28,426,430,09:33,425,14:30,427,18600株,8百万円,-2,-0.47,427.113円,76回,66.28億円
1826,2019-10-29,425,430,10:00,425,09:00,429,18000株,8百万円,+2,+0.47,427.733円,48回,66.59億円
1826,2019-10-30,427,438,14:30,427,09:00,430,54700株,24百万円,+1,+0.23,431.097円,103回,66.74億円
1826,2019-10-31,438,438,09:00,429,12:35,437,27100株,12百万円,+7,+1.63,433.269円,61回,67.83億円
1826,2019-11-01,433,436,14:56,431,10:29,434,7300株,3百万円,-3,-0.69,433.521円,28回,67.36億円
1826,2019-11-05,439,442,13:18,438,09:00,441,32400株,14百万円,+7,+1.61,439.602円,59回,68.45億円
1826,2019-11-07,428,428,09:00,417,13:33,417,41700株,18百万円,-9,-2.11,421.892円,90回,64.72億円
1826,2019-11-08,419,420,11:17,416,11:12,417,43500株,18百万円,0,0,417.228円,56回,64.72億円
1826,2019-11-11,417,420,13:00,417,09:00,419,42000株,18百万円,+2,+0.48,418.05円,51回,65.03億円
1826,2019-11-12,416,424,14:56,416,09:00,424,24700株,10百万円,+5,+1.19,418.51円,36回,65.81億円
