5232,2019-08-06,4080,4080,09:00,3985,13:53,4020,215400株,868百万円,-80,-1.95,4027.458円,545回
5232,2019-08-06,3880,4030,14:57,3875,09:05,4025,254000株,1008百万円,+5,+0.12,3969.364円,742回
5232,2019-08-07,3960,4045,09:23,3960,09:00,4010,183200株,735百万円,-15,-0.37,4010.8円,610回
5232,2019-08-08,4360,4440,09:12,4215,09:19,4355,859400株,3711百万円,+345,+8.60,4317.563円,1858回
5232,2019-08-09,4425,4435,09:00,4335,09:22,4340,348700株,1528百万円,-15,-0.34,4383.014円,922回
5232,2019-08-13,4240,4255,09:13,4170,10:58,4230,232500株,982百万円,-110,-2.53,4221.55円,671回
5232,2019-08-14,4270,4385,14:34,4265,09:33,4385,304100株,1320百万円,+155,+3.66,4339.855円,699回
5232,2019-08-15,4290,4490,11:08,4290,09:03,4410,330600株,1460百万円,+25,+0.57,4414.809円,1020回
5232,2019-08-16,4375,4455,12:51,4350,09:02,4435,232200株,1027百万円,+25,+0.57,4423.798円,721回
5232,2019-08-19,4470,4525,10:15,4425,14:09,4465,184700株,826百万円,+30,+0.68,4469.494円,623回
5232,2019-08-20,4580,4585,09:03,4480,10:07,4540,240700株,1091百万円,+75,+1.68,4531.955円,713回
5232,2019-08-21,4485,4545,09:44,4465,14:41,4475,149200株,672百万円,-65,-1.43,4500.674円,507回
5232,2019-08-22,4545,4545,09:01,4450,14:55,4470,172800株,775百万円,-5,-0.11,4482.717円,447回
5232,2019-08-23,4450,4490,09:00,4405,14:22,4435,131800株,584百万円,-35,-0.78,4433.961円,342回
5232,2019-08-26,4320,4410,11:02,4320,09:03,4400,157200株,690百万円,-35,-0.79,4386.19円,496回
5232,2019-08-26,4400,4435,12:34,4380,11:02,4390,157900株,694百万円,-10,-0.23,4397.555円,532回
5232,2019-08-28,4410,4445,11:03,4375,09:00,4420,112900株,499百万円,+30,+0.68,4418.109円,384回
5232,2019-08-29,4475,4510,09:01,4450,10:42,4470,129300株,578百万円,+50,+1.13,4471.609円,466回
5232,2019-08-30,4520,4545,09:02,4430,14:25,4435,190100株,847百万円,-35,-0.78,4455.865円,483回
5232,2019-09-02,4410,4435,11:18,4395,09:20,4415,66300株,293百万円,-20,-0.45,4414.759円,232回
5232,2019-09-03,4425,4480,13:57,4385,09:45,4475,149500株,666百万円,+60,+1.36,4452.495円,530回
5232,2019-09-03,4435,4460,13:59,4405,09:49,4445,98200株,436百万円,-30,-0.67,4438.549円,358回
5232,2019-09-05,4450,4470,09:26,4375,14:59,4375,262500株,1156百万円,-70,-1.57,4404.872円,653回
5232,2019-09-05,4400,4520,13:58,4395,09:15,4495,259700株,1163百万円,+120,+2.74,4478.019円,526回
5232,2019-09-07,4470,4525,14:30,4430,09:26,4510,138000株,620百万円,+15,+0.33,4491.239円,443回
5232,2019-09-10,4550,4640,14:58,4545,09:00,4625,134600株,620百万円,+115,+2.55,4609.495円,354回
5232,2019-09-11,4685,4705,13:06,4625,09:28,4685,173600株,812百万円,+60,+1.30,4679.142円,502回
5232,2019-09-12,4730,4730,09:00,4650,12:30,4675,230200株,1078百万円,-10,-0.21,4682.53円,549回
5232,2019-09-13,4720,4720,09:00,4670,09:16,4710,285500株,1344百万円,+35,+0.75,4709.024円,428回
5232,2019-09-17,4715,4755,12:32,4670,09:00,4710,194800株,919百万円,0,0,4717.721円,455回
5232,2019-09-17,4735,4760,09:00,4690,09:29,4715,177700株,838百万円,+5,+0.11,4715.318円,526回,1916.33億円
5232,2019-09-19,4730,4830,10:26,4715,14:41,4735,219600株,1046百万円,+20,+0.42,4762.657円,622回,1924.46億円
5232,2019-09-20,4740,4740,09:00,4655,10:00,4665,256100株,1198百万円,-70,-1.48,4677.523円,752回,1896.01億円
5232,2019-09-24,4660,4715,10:09,4615,09:03,4650,202800株,946百万円,-15,-0.32,4666.502円,597回,1889.91億円
5232,2019-09-25,4620,4690,12:55,4605,10:01,4655,179500株,836百万円,+5,+0.11,4656.209円,517回,1891.94億円
5232,2019-09-26,4685,4785,10:07,4685,09:00,4745,280400株,1334百万円,+90,+1.93,4755.897円,907回,1928.52億円
5232,2019-09-27,4750,4750,09:00,4635,12:42,4700,163200株,764百万円,-45,-0.95,4678.591円,501回,1910.23億円
5232,2019-09-30,4690,4730,09:54,4605,14:54,4625,236000株,1096百万円,-75,-1.60,4645.254円,619回,1879.75億円
5232,2019-10-01,4635,4695,10:41,4635,09:00,4650,110300株,514百万円,+25,+0.54,4661.287円,330回,1889.91億円
5232,2019-10-02,4615,4655,14:59,4590,11:04,4650,165900株,769百万円,0,0,4636.287円,457回,1889.91億円
5232,2019-10-03,4550,4605,09:25,4540,10:42,4560,162600株,741百万円,-90,-1.94,4557.023円,368回,1853.33億円
5232,2019-10-04,4525,4580,09:08,4485,11:07,4540,196100株,889百万円,-20,-0.44,4530.999円,562回,1845.20億円
5232,2019-10-07,4520,4555,09:02,4470,09:56,4510,117100株,527百万円,-30,-0.66,4502.81円,315回,1833.01億円
5232,2019-10-08,4545,4570,09:03,4530,09:50,4550,96500株,439百万円,+40,+0.89,4550.321円,330回,1849.27億円
5232,2019-10-09,4520,4550,09:11,4510,13:23,4530,95600株,433百万円,-20,-0.44,4529.451円,360回,1841.14億円
5232,2019-10-10,4585,4615,09:02,4535,09:30,4590,174300株,797百万円,+60,+1.32,4573.833円,558回,1865.52億円
5232,2019-10-11,4615,4650,13:36,4565,09:04,4625,147400株,681百万円,+35,+0.76,4621.73円,364回,1879.75億円
5232,2019-10-15,4735,4770,14:54,4690,09:42,4755,184800株,876百万円,+130,+2.81,4742.579円,433回,1932.58億円
5232,2019-10-16,4795,4880,14:06,4775,09:00,4875,197800株,959百万円,+120,+2.52,4849.57円,636回,1981.36億円
5232,2019-10-17,4850,4885,09:55,4825,09:00,4845,243600株,1181百万円,-30,-0.62,4847.958円,809回,1969.16億円
5232,2019-10-18,4860,4915,09:17,4855,09:00,4890,186200株,911百万円,+45,+0.93,4892.186円,528回,1987.45億円
5232,2019-10-21,4910,4935,09:53,4885,09:02,4900,132400株,650百万円,+10,+0.20,4911.828円,351回,1991.52億円
5232,2019-10-23,4840,4880,14:32,4805,09:17,4860,175400株,851百万円,-40,-0.82,4851.844円,520回,1975.26億円
5232,2019-10-24,4890,4895,09:10,4850,10:44,4865,115900株,564百万円,+5,+0.10,4865.975円,303回,1977.29億円
5232,2019-10-25,4845,4965,12:59,4830,09:15,4925,181700株,893百万円,+60,+1.23,4916.863円,686回,2001.68億円
5232,2019-10-28,4955,4965,09:00,4840,14:37,4845,131200株,641百万円,-80,-1.62,4884.878円,417回,1969.16億円
