1726,2019-08-30,344,345,09:05,341,13:02,345,103500株,36百万円,+2,+0.58,343.742円,308回
1726,2019-09-02,346,346,09:00,344,12:47,346,46100株,16百万円,+1,+0.29,345.273円,65回
1726,2019-09-03,347,347,09:00,344,14:46,346,42100株,15百万円,0,0,346.323円,85回
1726,2019-09-03,346,347,09:00,344,14:13,345,38100株,13百万円,-1,-0.29,345.688円,70回
1726,2019-09-05,348,361,09:51,348,09:00,355,170500株,61百万円,+10,+2.90,355.382円,332回
1726,2019-09-05,358,360,09:31,350,14:59,350,84100株,30百万円,-5,-1.41,356.63円,155回
1726,2019-09-07,352,359,10:24,351,09:01,358,67000株,24百万円,+8,+2.29,355.413円,142回
1726,2019-09-10,360,368,13:18,358,09:03,363,81400株,30百万円,+5,+1.40,363.428円,159回
1726,2019-09-11,364,372,14:59,362,09:11,371,86500株,32百万円,+8,+2.20,368.284円,142回
1726,2019-09-12,375,380,13:15,371,09:24,373,137300株,52百万円,+2,+0.54,375.281円,203回
1726,2019-09-13,378,385,09:34,377,09:04,380,165400株,63百万円,+7,+1.88,379.782円,256回
1726,2019-09-17,381,384,09:18,373,14:51,373,131700株,50百万円,-7,-1.84,379.074円,230回
1726,2019-09-17,377,378,09:00,369,13:13,371,78000株,29百万円,-2,-0.54,372.873円,180回,147.29億円
1726,2019-09-19,370,387,14:25,367,09:26,382,160900株,61百万円,+11,+2.96,378.561円,299回,151.65億円
1726,2019-09-20,387,388,09:02,382,13:35,387,149300株,58百万円,+5,+1.31,386.148円,140回,153.64億円
1726,2019-09-24,389,392,09:39,388,09:01,392,148300株,58百万円,+5,+1.29,390.044円,248回,155.62億円
1726,2019-09-25,392,398,09:24,391,13:13,392,112900株,44百万円,0,0,392.888円,171回,155.62億円
1726,2019-09-26,394,399,14:15,394,09:00,398,182200株,72百万円,+6,+1.53,396.115円,236回,158.01億円
1726,2019-09-27,401,402,09:00,386,10:39,398,180300株,71百万円,0,0,396.546円,238回,158.01億円
1726,2019-09-30,395,407,14:58,385,10:06,407,128100株,51百万円,+9,+2.26,399.931円,284回,161.58億円
1726,2019-10-01,406,407,13:04,401,09:26,402,52200株,21百万円,-5,-1.23,404.14円,144回,159.59億円
1726,2019-10-02,402,413,09:12,402,09:00,410,165200株,68百万円,+8,+1.99,409.529円,297回,162.77億円
1726,2019-10-03,404,412,14:59,401,09:01,411,73700株,30百万円,+1,+0.24,406.13円,246回,163.17億円
1726,2019-10-04,411,417,09:43,411,09:00,417,150000株,62百万円,+6,+1.46,414.081円,313回,165.55億円
1726,2019-10-07,418,419,09:00,412,10:20,417,66000株,27百万円,0,0,415.841円,177回,165.55億円
1726,2019-10-08,417,418,09:00,413,14:58,413,42000株,17百万円,-4,-0.96,415.26円,127回,163.96億円
1726,2019-10-09,412,418,10:21,405,09:17,415,69100株,28百万円,+2,+0.48,412.349円,156回,164.75億円
1726,2019-10-10,415,417,14:06,408,09:45,415,57200株,24百万円,0,0,412.579円,208回,164.75億円
1726,2019-10-11,416,416,09:00,411,09:07,416,44100株,18百万円,+1,+0.24,415.077円,152回,165.15億円
1726,2019-10-15,418,428,09:16,418,09:00,425,172800株,73百万円,+9,+2.16,423.406円,336回,168.72億円
1726,2019-10-16,426,430,09:00,420,14:53,423,103800株,44百万円,-2,-0.47,424.813円,210回,167.93億円
1726,2019-10-17,425,450,12:52,425,09:00,443,227300株,100百万円,+20,+4.73,441.645円,598回,175.87億円
1726,2019-10-18,443,450,10:14,442,09:00,445,92500株,41百万円,+2,+0.45,445.991円,272回,176.67億円
1726,2019-10-21,445,449,09:24,441,13:56,441,71900株,32百万円,-4,-0.90,443.67円,156回,175.08億円
1726,2019-10-23,445,446,14:39,440,09:21,446,55700株,25百万円,+5,+1.13,443.043円,124回,177.06億円
1726,2019-10-24,446,450,14:54,437,09:45,450,85400株,38百万円,+4,+0.90,445.027円,151回,178.65億円
1726,2019-10-25,450,458,14:51,449,09:05,456,104100株,47百万円,+6,+1.33,453.737円,200回,181.03億円
1726,2019-10-28,460,465,09:49,460,09:00,462,70400株,33百万円,+6,+1.32,462.365円,203回,183.41億円
1726,2019-10-29,465,468,09:51,462,14:47,463,64100株,30百万円,+1,+0.22,464.872円,147回,183.81億円
1726,2019-10-30,460,500,14:57,458,09:00,500,354900株,173百万円,+37,+7.99,487.427円,639回,198.50億円
1726,2019-10-31,495,499,14:34,490,09:37,497,128200株,63百万円,-3,-0.60,494.204円,321回,197.31億円
1726,2019-11-01,490,492,14:06,481,10:47,486,93000株,45百万円,-11,-2.21,487.263円,248回,192.94億円
1726,2019-11-05,486,488,09:11,474,12:30,481,104000株,50百万円,-5,-1.03,479.303円,193回,190.96億円
1726,2019-11-07,461,465,09:08,454,12:30,455,51000株,23百万円,-5,-1.09,459.004円,157回,180.64億円
1726,2019-11-08,460,460,09:00,447,12:48,452,56600株,26百万円,-3,-0.66,453.032円,160回,179.44億円
1726,2019-11-11,454,460,14:59,452,09:34,460,52300株,24百万円,+8,+1.77,456.191円,138回,182.62億円
1726,2019-11-12,500,515,09:19,479,12:45,484,522200株,258百万円,+24,+5.22,493.792円,1059回,192.15億円
1726,2019-11-13,476,482,09:33,461,09:08,471,131400株,62百万円,-13,-2.69,472.782円,309回,186.99億円
1726,2019-11-14,478,478,09:00,459,13:07,474,75200株,35百万円,+3,+0.64,467.927円,203回,188.18億円
1726,2019-11-15,474,482,12:30,470,09:32,481,50800株,24百万円,+7,+1.48,478.409円,156回,190.96億円
1726,2019-11-18,480,480,09:00,466,14:20,467,55200株,26百万円,-14,-2.91,472.958円,154回,185.40億円
1726,2019-11-19,468,472,09:00,464,10:47,470,40100株,19百万円,+3,+0.64,467.03円,133回,186.59億円
1726,2019-11-20,470,474,15:00,457,13:53,474,81200株,38百万円,+4,+0.85,466.749円,217回,188.18億円
1726,2019-11-21,471,482,14:22,458,10:14,479,88300株,42百万円,+5,+1.05,472.06円,212回,190.16億円
1726,2019-11-22,475,481,14:30,472,09:01,479,83000株,40百万円,0,0,477.83円,212回,190.16億円
1726,2019-11-25,484,501,09:19,481,10:48,484,187800株,92百万円,+5,+1.04,491.286円,307回,192.15億円
1726,2019-11-26,490,490,09:00,479,11:16,479,81500株,39百万円,-5,-1.03,482.913円,198回,190.16億円
1726,2019-11-27,483,483,09:00,473,10:00,479,80100株,38百万円,0,0,477.682円,238回,190.16億円
1726,2019-11-28,477,488,14:59,474,09:13,486,63000株,30百万円,+7,+1.46,482.025円,159回,192.94億円
1726,2019-11-29,483,487,09:18,483,09:00,486,57900株,28百万円,0,0,485.755円,136回,192.94億円
1726,2019-12-02,486,488,09:01,477,11:30,484,56700株,27百万円,-2,-0.41,483.28円,154回,192.15億円
1726,2019-12-03,479,485,13:36,474,10:44,482,62200株,30百万円,-2,-0.41,480.457円,145回,191.35億円
1726,2019-12-05,495,495,09:00,486,10:21,490,30700株,15百万円,-5,-1.01,490.348円,91回,194.53億円
1726,2019-12-06,490,497,14:44,487,10:48,495,62500株,31百万円,+5,+1.02,493.234円,148回,196.52億円
1726,2019-12-09,499,507,11:15,493,14:22,497,204900株,102百万円,+2,+0.40,499.999円,350回,197.31億円
1726,2019-12-10,501,512,14:20,496,09:40,505,197700株,100百万円,+8,+1.61,505.165円,314回,200.49億円
1726,2019-12-13,506,506,09:05,490,10:28,499,163800株,82百万円,+9,+1.84,500.026円,280回,198.10億円
1726,2019-12-16,506,507,09:09,496,10:34,498,60500株,30百万円,-1,-0.20,501.626円,134回,197.71億円
1726,2019-12-17,500,500,09:00,489,13:27,498,67300株,33百万円,0,0,494.086円,157回,197.71億円
1726,2019-12-18,494,495,14:59,483,12:36,494,57600株,28百万円,-4,-0.80,490.564円,161回,196.12億円
1726,2019-12-19,496,496,09:00,488,14:56,490,30900株,15百万円,-4,-0.81,491.722円,87回,194.53億円
1726,2019-12-20,492,492,09:00,483,11:19,487,41000株,20百万円,-3,-0.61,486.668円,130回,193.34億円
1726,2019-12-23,491,492,09:00,480,12:32,490,81300株,40百万円,+3,+0.62,488.049円,135回,194.53億円
1726,2019-12-24,489,491,09:09,481,12:34,481,32400株,16百万円,-9,-1.84,485.133円,84回,190.96億円
1726,2019-12-25,481,488,14:31,476,09:16,487,67000株,32百万円,+6,+1.25,482.124円,108回,193.34億円
1726,2019-12-26,486,490,14:57,483,10:51,490,62800株,31百万円,+3,+0.62,487.169円,157回,194.53億円
1726,2019-12-27,490,491,14:19,486,10:51,491,51400株,25百万円,+1,+0.20,489.597円,87回,194.93億円
1726,2019-12-30,491,495,13:19,486,09:10,494,55300株,27百万円,+3,+0.61,492.405円,138回,196.12億円
1726,2020-01-06,490,490,09:00,481,14:40,482,49000株,24百万円,-12,-2.43,484.061円,90回,191.35億円
1726,2020-01-07,482,485,09:23,475,13:12,479,71200株,34百万円,-3,-0.62,478.454円,200回,190.16億円
1726,2020-01-08,475,478,13:07,464,09:29,474,90000株,42百万円,-5,-1.04,470.842円,271回,188.18億円
1726,2020-01-09,477,488,14:37,476,09:37,487,43500株,21百万円,+13,+2.74,484.182円,108回,193.34億円
1726,2020-01-10,488,494,09:22,479,10:39,481,39700株,19百万円,-6,-1.23,486.524円,105回,190.96億円
1726,2020-01-14,482,490,14:19,482,09:00,487,43400株,21百万円,+6,+1.25,485.721円,149回,193.34億円
1726,2020-01-15,486,487,09:57,480,13:52,481,31800株,15百万円,-6,-1.23,483.83円,75回,190.96億円
1726,2020-01-16,480,482,09:57,478,09:02,479,33100株,16百万円,-2,-0.42,479.589円,98回,190.16億円
1726,2020-01-17,479,484,09:03,468,10:39,479,54600株,26百万円,0,0,476.234円,151回,190.16億円
1726,2020-01-20,479,497,13:47,479,09:00,492,73100株,36百万円,+13,+2.71,489.012円,179回,195.32億円
1726,2020-01-21,491,493,14:19,488,09:00,490,41300株,20百万円,-2,-0.41,490.354円,103回,194.53億円
1726,2020-01-22,489,496,09:58,489,09:00,495,51000株,25百万円,+5,+1.02,493.973円,119回,196.52億円
1726,2020-01-23,490,512,11:02,473,11:07,491,512500株,253百万円,-4,-0.81,494.153円,858回,194.93億円
1726,2020-01-24,492,500,09:18,485,14:40,490,76300株,37百万円,-1,-0.20,491.177円,173回,194.53億円
1726,2020-01-27,483,487,09:00,479,14:59,481,47500株,23百万円,-9,-1.84,482.874円,173回,190.96億円
1726,2020-01-28,480,488,13:58,476,09:30,486,56300株,27百万円,+5,+1.04,482.554円,186回,192.94億円
1726,2020-01-29,486,493,11:01,484,09:19,486,67900株,33百万円,0,0,487.068円,138回,193億円
1726,2020-01-30,488,488,09:00,467,12:57,472,78600株,37百万円,-14,-2.88,472.482円,191回,187億円
1726,2020-01-31,471,485,12:35,471,09:00,481,56600株,27百万円,+9,+1.91,481円,203回,191億円
1726,2020-02-03,469,481,14:48,469,09:03,478,27000株,13百万円,-3,-0.62,475.726円,91回,190億円
1726,2020-02-04,473,481,10:53,473,09:00,474,33100株,16百万円,-4,-0.84,475.293円,73回,188億円
1726,2020-02-05,482,504,14:03,477,09:30,485,163100株,80百万円,+11,+2.32,492.354円,380回,193億円
1726,2020-02-06,482,485,09:01,469,09:15,479,113900株,55百万円,-6,-1.24,479.172円,220回,190億円
