6568,2019-09-06,1301,1316,13:52,1301,09:00,1313,7400株,10百万円,+13,+1.00,1307.311円,37回
6568,2019-09-07,1313,1341,09:43,1313,09:00,1327,12700株,17百万円,+14,+1.07,1327.465円,77回
6568,2019-09-10,1327,1350,09:32,1327,09:00,1336,7900株,11百万円,+9,+0.68,1343.253円,42回
6568,2019-09-11,1335,1369,12:57,1335,09:00,1360,13700株,19百万円,+24,+1.80,1351.394円,70回
6568,2019-09-12,1360,1370,09:08,1314,10:26,1348,12100株,16百万円,-12,-0.88,1348.661円,67回
6568,2019-09-13,1348,1355,09:42,1318,09:12,1331,7400株,10百万円,-17,-1.26,1340.446円,39回
6568,2019-09-17,1314,1332,13:49,1313,09:00,1325,3600株,5百万円,-6,-0.45,1322.75円,17回
6568,2019-09-17,1318,1320,09:20,1306,14:21,1306,5800株,8百万円,-19,-1.43,1315.724円,21回,101.15億円
6568,2019-09-19,1306,1314,10:48,1298,12:54,1301,11200株,15百万円,-5,-0.38,1305.705円,51回,100.76億円
6568,2019-09-20,1305,1325,14:18,1305,09:00,1314,3600株,5百万円,+13,+1.00,1315.333円,22回,101.77億円
6568,2019-09-24,1314,1327,14:01,1307,09:14,1318,9800株,13百万円,+4,+0.30,1316.051円,45回,102.08億円
6568,2019-09-25,1348,1361,09:13,1335,09:50,1350,9200株,12百万円,+32,+2.43,1348.989円,45回,104.56億円
6568,2019-09-26,1350,1381,10:24,1350,09:00,1376,8300株,11百万円,+26,+1.93,1370.253円,46回,106.57億円
6568,2019-09-27,1370,1370,09:00,1325,14:06,1344,4800株,6百万円,-32,-2.33,1339.312円,34回,104.09億円
6568,2019-09-30,1343,1343,09:00,1318,12:38,1319,4900株,6百万円,-25,-1.86,1325.939円,23回,102.16億円
6568,2019-10-01,1325,1340,12:50,1325,09:02,1336,3900株,5百万円,+17,+1.29,1336.923円,27回,103.47億円
6568,2019-10-02,1317,1340,14:35,1317,09:00,1336,4800株,6百万円,0,0,1331.042円,31回,103.47億円
6568,2019-10-03,1321,1590,12:57,1316,09:51,1390,271700株,398百万円,+54,+4.04,1464.033円,1631回,107.65億円
6568,2019-10-04,1406,1420,09:01,1366,14:30,1382,11400株,16百万円,-8,-0.58,1379.439円,84回,107.03億円
6568,2019-10-07,1385,1465,14:05,1383,09:08,1454,38700株,55百万円,+72,+5.21,1420.855円,114回,112.61億円
6568,2019-10-08,1473,1532,12:57,1469,09:07,1489,49400株,74百万円,+35,+2.41,1499.923円,210回,115.32億円
6568,2019-10-09,1488,1501,10:42,1466,15:00,1466,30100株,45百万円,-23,-1.54,1484.209円,148回,113.54億円
6568,2019-10-10,1496,1497,09:03,1420,14:59,1420,9400株,14百万円,-46,-3.14,1450.681円,51回,109.98億円
6568,2019-10-11,1421,1440,09:16,1419,14:42,1434,7400株,11百万円,+14,+0.99,1427.973円,42回,111.06億円
6568,2019-10-15,1426,1431,09:21,1399,14:59,1399,8300株,12百万円,-35,-2.44,1413.904円,44回,108.35億円
6568,2019-10-16,1429,1429,09:00,1400,09:59,1401,5400株,8百万円,+2,+0.14,1403.667円,30回,108.51億円
6568,2019-10-17,1399,1417,14:59,1399,09:00,1413,5100株,7百万円,+12,+0.86,1408.039円,32回,109.44億円
6568,2019-10-18,1413,1421,11:25,1405,15:00,1405,5000株,7百万円,-8,-0.57,1412.48円,23回,108.82億円
6568,2019-10-21,1405,1442,12:45,1405,09:00,1440,6800株,10百万円,+35,+2.49,1429.323円,39回,111.53億円
6568,2019-10-23,1439,1451,09:36,1424,13:19,1430,8000株,12百万円,-10,-0.69,1440.4円,50回,110.75億円
6568,2019-10-24,1448,1461,10:23,1435,14:59,1435,8300株,12百万円,+5,+0.35,1450.361円,45回,111.14億円
6568,2019-10-25,1462,1469,15:00,1437,09:02,1469,10400株,15百万円,+34,+2.37,1455.115円,43回,113.77億円
6568,2019-10-28,1478,1501,09:39,1459,11:23,1485,16800株,25百万円,+16,+1.09,1486.006円,75回,115.01億円
6568,2019-10-29,1485,1487,14:54,1460,10:55,1485,10900株,16百万円,0,0,1471.202円,56回,115.01億円
6568,2019-10-30,1485,1496,09:01,1476,15:00,1476,8800株,13百万円,-9,-0.61,1487.148円,56回,114.31億円
6568,2019-10-31,1478,1499,09:38,1478,09:00,1495,5900株,9百万円,+19,+1.29,1486.542円,19回,115.79億円
6568,2019-11-01,1494,1499,09:17,1480,14:14,1490,10400株,16百万円,-5,-0.33,1490.769円,40回,115.40億円
6568,2019-11-05,1500,1515,09:00,1490,14:59,1490,19100株,29百万円,0,0,1505.309円,103回,115.40億円
6568,2019-11-07,1481,1493,09:21,1468,12:30,1474,7800株,12百万円,-8,-0.54,1477.718円,36回,114.16億円
6568,2019-11-08,1483,1486,09:34,1449,14:25,1450,29300株,43百万円,-24,-1.63,1468.529円,36回,112.30億円
6568,2019-11-11,1451,1475,10:15,1451,09:00,1457,5700株,8百万円,+7,+0.48,1462.211円,25回,112.84億円
6568,2019-11-12,1467,1482,09:35,1452,12:55,1455,8400株,12百万円,-2,-0.14,1464.107円,49回,112.69億円
6568,2019-11-13,1453,1466,09:50,1446,11:26,1447,14000株,20百万円,-8,-0.55,1454.279円,77回,112.07億円
6568,2019-11-14,1447,1447,09:00,1403,09:06,1410,15100株,21百万円,-37,-2.56,1421.285円,88回,109.20億円
6568,2019-11-15,1410,1440,12:45,1410,09:00,1421,11000株,16百万円,+11,+0.78,1424.836円,55回,110.06億円
6568,2019-11-18,1424,1440,09:38,1420,09:34,1430,9000株,13百万円,+9,+0.63,1426.244円,53回,110.75億円
6568,2019-11-19,1430,1439,09:32,1384,14:07,1408,12300株,17百万円,-22,-1.54,1409.089円,68回,109.05億円
6568,2019-11-20,1425,1425,09:22,1407,15:00,1407,3600株,5百万円,-1,-0.07,1414.194円,11回,108.97億円
6568,2019-11-21,1401,1403,09:00,1377,13:44,1379,16200株,22百万円,-28,-1.99,1385.79円,75回,106.80億円
6568,2019-11-22,1371,1385,09:21,1368,09:05,1370,12200株,17百万円,-9,-0.65,1375.803円,82回,106.11億円
