5802,2019-08-06,1264.5,1269.5,09:00,1234.5,12:30,1249.5,2690900株,3365百万円,-23.5,-1.85,1250.477円,4099回
5802,2019-08-06,1202.5,1244.5,14:53,1201.0,09:04,1243.0,2451500株,3014百万円,-6.5,-0.52,1229.521円,3533回
5802,2019-08-07,1229.5,1238.5,09:14,1222.5,10:42,1228.0,1983200株,2437百万円,-15.0,-1.21,1228.823円,3242回
5802,2019-08-08,1221.5,1238.0,12:58,1219.5,09:00,1228.0,1817700株,2234百万円,0,0,1228.916円,2458回
5802,2019-08-09,1234.5,1237.5,14:05,1225.5,09:06,1233.5,2214100株,2731百万円,+5.5,+0.45,1233.435円,2409回
5802,2019-08-13,1204.0,1213.0,14:43,1201.5,09:00,1210.5,1975800株,2386百万円,-23.0,-1.86,1207.838円,3037回
5802,2019-08-14,1226.0,1234.5,09:12,1222.0,09:00,1230.0,1708900株,2100百万円,+19.5,+1.61,1228.697円,2722回
5802,2019-08-15,1202.5,1218.0,12:32,1200.0,09:03,1214.5,1600900株,1937百万円,-15.5,-1.26,1210.145円,2591回
5802,2019-08-16,1201.5,1212.0,14:37,1196.0,09:09,1209.5,1520600株,1833百万円,-5.0,-0.41,1205.731円,2304回
5802,2019-08-19,1210.0,1218.0,14:35,1202.0,09:09,1216.5,1689000株,2049百万円,+7.0,+0.58,1213.2円,2485回
5802,2019-08-20,1216.5,1227.0,14:59,1214.0,09:04,1225.0,1485900株,1815百万円,+8.5,+0.70,1221.477円,2357回
5802,2019-08-21,1207.0,1217.0,10:58,1205.0,09:00,1212.5,1713300株,2078百万円,-12.5,-1.02,1212.753円,2780回
5802,2019-08-22,1204.0,1213.0,13:02,1202.5,09:00,1212.0,1414500株,1711百万円,-0.5,-0.04,1209.832円,2162回
5802,2019-08-23,1201.0,1217.5,11:09,1201.0,09:00,1214.5,1333900株,1617百万円,+2.5,+0.21,1212.302円,1758回
5802,2019-08-26,1177.0,1203.5,14:58,1175.5,09:03,1201.5,2490500株,2980百万円,-13.0,-1.07,1196.461円,3437回
5802,2019-08-26,1214.0,1226.5,10:33,1213.5,09:00,1221.0,2435300株,2973百万円,+19.5,+1.62,1220.875円,3600回
5802,2019-08-28,1221.0,1221.0,09:00,1210.5,09:08,1213.5,1758200株,2136百万円,-7.5,-0.61,1214.855円,2345回
5802,2019-08-29,1218.0,1224.0,14:09,1211.0,10:23,1224.0,1642800株,2004百万円,+10.5,+0.87,1219.622円,2071回
5802,2019-08-30,1236.0,1252.0,14:16,1234.0,09:46,1251.0,2606900株,3248百万円,+27.0,+2.21,1246.098円,3371回
5802,2019-09-02,1255.0,1258.5,09:03,1247.5,10:23,1249.5,1130600株,1415百万円,-1.5,-0.12,1251.433円,1875回
5802,2019-09-03,1243.5,1263.0,13:32,1239.0,09:00,1258.5,1012300株,1272百万円,+9.0,+0.72,1256.657円,1548回
5802,2019-09-03,1249.0,1251.0,09:01,1240.0,09:50,1243.5,1119900株,1394百万円,-15.0,-1.19,1244.775円,1905回
5802,2019-09-05,1242.0,1280.0,14:25,1239.0,09:00,1275.5,2619100株,3330百万円,+32.0,+2.57,1271.456円,3280回
5802,2019-09-05,1296.0,1297.0,09:00,1285.0,09:12,1290.5,1759400株,2269百万円,+15.0,+1.18,1289.853円,2312回
5802,2019-09-07,1292.5,1299.0,14:36,1286.0,09:04,1299.0,1326100株,1718百万円,+8.5,+0.66,1295.718円,1691回
5802,2019-09-10,1317.5,1336.0,14:59,1317.5,09:00,1335.5,2033000株,2704百万円,+36.5,+2.81,1330.037円,2878回
5802,2019-09-11,1357.0,1388.5,14:25,1357.0,09:00,1386.5,3142300株,4335百万円,+51.0,+3.82,1379.579円,4382回
5802,2019-09-12,1389.0,1413.5,13:25,1387.5,09:00,1401.5,2718100株,3810百万円,+15.0,+1.08,1401.779円,3417回
5802,2019-09-13,1415.5,1417.0,13:45,1394.0,09:26,1412.0,3686900株,5206百万円,+10.5,+0.75,1411.959円,2950回
5802,2019-09-17,1404.0,1416.5,10:46,1396.0,09:13,1412.5,2345000株,3304百万円,+0.5,+0.04,1408.89円,3394回
5802,2019-09-17,1399.5,1400.0,09:00,1378.0,10:22,1390.5,2257800株,3134百万円,-22.0,-1.56,1388.174円,3309回,11039.74億円
5802,2019-09-19,1393.0,1420.0,10:21,1392.0,09:00,1397.5,2349900株,3300百万円,+7.0,+0.50,1404.382円,3482回,11095.32億円
5802,2019-09-20,1408.0,1414.5,10:33,1393.5,14:16,1401.5,3095900株,4340百万円,+4.0,+0.29,1401.917円,2823回,11127.08億円
5802,2019-09-24,1397.5,1406.5,10:26,1386.5,09:03,1388.0,2273500株,3171百万円,-13.5,-0.96,1394.71円,3553回,11019.90億円
5802,2019-09-25,1388.0,1401.5,13:22,1381.0,09:00,1396.0,2149000株,2996百万円,+8.0,+0.58,1394.011円,2920回,11083.41億円
5802,2019-09-26,1425.5,1432.5,09:04,1408.0,14:56,1412.0,2571900株,3647百万円,+16.0,+1.15,1418.128円,3109回,11210.44億円
5802,2019-09-27,1390.0,1399.0,09:01,1366.0,11:10,1377.5,3094100株,4258百万円,-34.5,-2.44,1376.228円,4486回,10936.53億円
5802,2019-09-30,1374.5,1386.5,09:21,1365.0,14:37,1371.0,2254700株,3096百万円,-6.5,-0.47,1373.111円,2874回,10884.93億円
5802,2019-10-01,1378.5,1406.5,10:27,1375.0,09:00,1398.5,1769700株,2471百万円,+27.5,+2.01,1396.317円,2662回,11103.26億円
5802,2019-10-02,1381.5,1394.5,10:42,1374.0,09:02,1381.0,1674300株,2316百万円,-17.5,-1.25,1383.12円,2454回,10964.32億円
5802,2019-10-03,1337.0,1356.0,09:21,1335.0,09:03,1352.5,1973000株,2660百万円,-28.5,-2.06,1347.992円,2950回,10738.05億円
5802,2019-10-04,1341.0,1351.0,09:03,1339.5,09:30,1347.5,1368100株,1842百万円,-5.0,-0.37,1346.044円,2400回,10698.35億円
5802,2019-10-07,1343.0,1352.5,09:04,1330.5,10:00,1341.5,1178400株,1580百万円,-6.0,-0.45,1340.39円,1994回,10650.71億円
5802,2019-10-08,1347.0,1361.0,09:19,1346.0,09:00,1349.0,1386100株,1874百万円,+7.5,+0.56,1352.065円,3183回,10710.26億円
5802,2019-10-09,1328.0,1342.0,14:59,1325.5,09:00,1340.5,1475500株,1973百万円,-8.5,-0.63,1337.336円,2251回,10642.77億円
5802,2019-10-10,1347.5,1354.5,09:02,1331.5,09:31,1352.0,1332400株,1795百万円,+11.5,+0.86,1347.064円,2814回,10734.08億円
5802,2019-10-11,1372.0,1386.0,14:57,1365.0,09:00,1385.0,2224100株,3065百万円,+33.0,+2.44,1378.249円,3132回,10996.08億円
5802,2019-10-15,1408.5,1425.5,10:15,1406.0,09:00,1415.5,2223400株,3149百万円,+30.5,+2.20,1416.468円,3134回,11238.23億円
5802,2019-10-16,1450.0,1457.5,09:06,1420.5,13:11,1424.5,2225700株,3188百万円,+9.0,+0.64,1432.546円,3421回,11309.68億円
5802,2019-10-17,1424.0,1426.0,09:13,1409.5,10:32,1415.5,1415600株,2005百万円,-9.0,-0.63,1416.38円,2226回,11238.23億円
5802,2019-10-18,1415.0,1423.5,09:00,1398.0,12:32,1406.5,2194800株,3090百万円,-9.0,-0.64,1407.976円,3287回,11166.77億円
5802,2019-10-21,1428.0,1430.0,09:00,1404.5,14:59,1406.0,2237000株,3157百万円,-0.5,-0.04,1411.458円,2881回,11162.80億円
5802,2019-10-23,1420.5,1443.0,14:27,1414.0,09:19,1440.5,2607400株,3741百万円,+34.5,+2.45,1434.603円,3544回,11436.71億円
5802,2019-10-24,1444.5,1459.0,12:43,1443.0,09:44,1458.0,2006700株,2917百万円,+17.5,+1.21,1453.872円,2958回,11575.65億円
5802,2019-10-25,1460.0,1464.0,09:00,1452.5,09:26,1458.0,1840400株,2682百万円,0,0,1457.453円,2615回,11575.65億円
5802,2019-10-28,1473.0,1483.0,13:41,1469.0,09:34,1479.5,1836000株,2713百万円,+21.5,+1.47,1477.683円,2966回,11746.35億円
5802,2019-10-29,1480.0,1498.0,14:59,1478.0,09:17,1497.5,2311200株,3449百万円,+18.0,+1.22,1492.455円,3424回,11889.26億円
